fid_phase1,fid_phase2
0.9999998846314264,0.9999998846314264
0.9999997946287665,0.9999997946287665
0.9999998287285259,0.9999998287285259
0.9999997882229031,0.9999997882229031
1.0,1.0
0.9999996043972941,0.9999996043972936
0.9999999657714586,0.9999999657714586
1.0,1.0
0.9999998566799759,0.9904155732878659
0.9999999315429177,0.9999999315429177
0.9999999657714586,0.9999999657714586
0.9903923761918092,0.9714536805413737
0.9999998579114172,0.9999998579114172
0.9999999315429177,0.9999999315429177
0.24463829998898284,0.4892766167251909
0.9999998858628679,0.9999998858628679
0.9999998504028889,0.9999998504028889
0.9985375870978548,0.9924670350322154
1.0,1.0
0.9999998161743517,0.9999998161743517
0.9999998858628679,0.9999998858628679
0.9999997666773192,0.980877352291673
0.9999999315429177,0.9999999315429177
0.9999998579114172,0.9999998579114172
1.0,1.0
0.9999997704943077,0.9999997704943077
0.9999999720485462,0.9999999720485462
0.9999998476885645,0.9808774017648093
0.9999998566799759,0.9999998566799759
1.0,1.0
0.9714536875871855,0.9619396151803717
0.9999999315429177,0.9999999315429177
0.031249992785050754,0.2499999473635861
0.999999916145641,0.999999916145641
1.0,1.0
0.9623017319149604,0.5364701908940266
0.9999998858628679,0.9999998858628679
1.0,1.0
0.9999999720485462,0.9999999720485462
0.99999986308584,0.99999986308584
0.9999998858628679,0.9903925130101786
0.9996304748701949,0.9999996461343506
0.9999998756400147,0.9999998756400147
0.5553175397392843,0.5553175397392843
0.9999999720485462,0.9999999720485462
0.9999997692628662,0.9999997692628662
0.7285532514277039,0.7285532514277039
0.999999691814389,0.943544911987253
0.9999999315429177,0.9999999315429177
1.0,1.0
0.99999986308584,0.99999986308584
0.9999998299599674,0.9999998299599674
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.999999816174352,0.999999816174352
0.562499870903048,0.562499870903048
0.7285532307689558,0.9999997831772582
0.9999996551257606,0.9999996551257606
0.99999986308584,0.99999986308584
0.9999997882229029,0.9999997882229029
1.0,1.0
0.9999999315429177,0.9999999315429177
0.9999997946287668,0.9999997946287668
0.9999999315429177,0.9999999315429177
0.02987116325301607,0.43852487350192126
1.0,1.0
0.999999816174352,0.999999816174352
0.9999998846314264,0.9999998846314264
0.9999998846314264,0.9999998846314264
0.9999998288573029,0.9999998288573029
0.9999999315429183,0.9999999315429183
0.9904156598671523,0.9904156598671523
0.9700469981639297,0.9307246200150043
0.9999999315429177,0.9999999315429177
1.0,1.0
0.999999816174352,0.999999816174352
1.0,1.0
0.9999997894543449,0.9999997894543449
0.9999998973143789,0.9999998973143789
1.0,1.0
0.551834742726766,0.5594976048293085
0.9999998858628679,0.9999998858628679
0.9999999657714586,0.9999999657714586
0.9999999657714586,0.9999999657714586
0.9999999315429177,0.9999999315429177
0.9999998516343305,0.9999998516343305
0.9999999035914658,0.9999999035914658
0.9999999720485462,0.9999999720485462
0.9999998858628679,0.9999998858628679
0.99999986308584,0.99999986308584
0.9999998174057935,0.9999998174057935
0.9999998846314264,0.9999998846314264
0.7647175371652438,0.7647175073324357
1.0,1.0
0.9999997882229027,0.9985376897619066
0.9999999315429177,0.9999999315429177
1.0,1.0
0.9999999035914658,0.9904156197497425
0.9999997477172818,0.9999997477172818
0.9623015769375936,0.9999996551257606
0.9999998630858402,0.9999998630858402
0.9999999720485462,0.9999999720485462
0.9999999720485462,0.9999999720485462
0.9999999035914658,0.9999999035914658
0.9999998579114172,0.9999998579114172
0.9999999657714586,0.9999999657714586
0.9999998858628679,0.9903925130101786
1.0,1.0
0.9903923898449801,0.9903923898449801
0.7285531818545306,0.8901096185645273
0.10669413671690221,0.2956083089275039
0.2499999486571917,0.2499999486571917
0.9999999035914658,0.9999999035914658
0.9999999720485462,0.9999999720485462
1.0,1.0
0.9999997882229034,0.9999997882229034
0.5624999101500836,0.5624999101500836
0.9999999315429177,0.9999999315429177
0.9999997477172823,0.9999997477172823
1.0,1.0
0.9999996043972932,0.9623015281214933
0.9999997477172821,0.9999997477172821
0.9999999657714586,0.9999999657714586
0.562499903732233,0.9999997604002321
0.9999998846314264,0.9999998846314264
0.990415551948779,0.990415551948779
0.9999994700687342,0.6930801032747214
0.9999996665772684,0.9999996665772684
0.9999998973143787,0.9999998973143787
0.9999997692628662,0.9999997692628662
0.9999999315429177,0.9999999315429177
0.5624997546890705,0.48012355044089866
0.9999998288573029,0.9999998288573029
0.5343168446718718,0.24999994231571654
0.9999997692628662,0.9999997692628662
0.9999999720485462,0.9999999720485462
0.9999998973143787,0.9999998973143787
0.9809688087307461,0.24526505742463325
0.9999999657714586,0.9999999657714586
0.08661390603501802,0.31560015898085575
0.9999998174057935,0.9999998174057935
0.9999997425428598,0.9999997425428598
0.8589146988220601,0.8589146988220601
0.9999999315429177,0.9999999315429177
1.0,1.0
0.9999999315429177,0.9999999315429177
0.249999954043588,0.2404849105169959
0.9999999720485462,0.9999999720485462
0.9999999315429177,0.9999999315429177
0.9999997020372406,0.9530564305453048
0.9999998858628679,0.9999998858628679
0.9999998846314264,0.9999998846314264
0.9999998756400149,0.9999998756400149
0.99999986308584,0.99999986308584
0.24999998288572942,0.24999998288572942
0.9999998858628679,0.9999998858628679
0.9999999315429177,0.9999999315429177
0.9623016660385919,0.9999997477172821
0.9999997717257488,0.9999997717257488
0.99999986308584,0.99999986308584
0.9999999315429177,0.9999999315429177
0.999999748948724,0.9999997489487242
0.9999999315429177,0.9999999315429177
0.5616808293571186,0.5569594094379924
0.9999999315429177,0.9999999315429177
0.9999996551257606,0.9999996551257606
1.0,1.0
0.8589146268562352,0.8589146268562352
0.9999999720485462,0.9999999720485462
1.0,1.0
0.9999998846314264,0.9999998846314264
0.9999997261716985,0.9999997261716985
0.9999999315429177,0.9999999315429177
0.9999998973143789,0.9999998973143789
0.9999999315429177,0.9999999315429177
1.0,1.0
0.9999997882229034,0.9999997882229034
0.5616808806253208,0.953056447441661
0.9999999378200056,0.9999999378200056
0.2452193548599198,0.9903924904519782
1.0,1.0
0.9999998288573029,0.9999998288573029
0.9999997539943688,0.9903923824085897
0.9999998846314264,0.9999998846314264
0.9999999720485462,0.9999999720485462
0.9999999720485462,0.9999999720485462
0.975133810505829,0.5494394945004607
0.9999998846314264,0.9999998846314264
0.9999997692628662,0.9999997692628662
1.0,1.0
0.9999999315429177,0.9999999315429177
0.9999999315429177,0.9999999315429177
0.9999997437743016,0.9999997437743016
0.9999999657714586,0.9999999657714586
0.980877285143671,0.9903923548532216
0.99999986308584,0.99999986308584
0.99999985163433,0.9999998174057935
0.9999997717257488,0.9999997717257488
0.24759810684111777,0.7054019334053924
0.9999999098685537,0.9999999098685537
1.0,1.0
0.9999997704943077,0.9999997704943077
0.9999998630858402,0.9999998630858402
0.3749999597401658,0.28124996853432926
1.0,1.0
0.9999999315429177,0.9999999315429177
0.9999997197658353,0.9999997197658353
0.99999986308584,0.99999986308584
0.9999998858628679,0.9999998858628679
0.9999999035914658,0.9999999035914658
0.9999999720485462,0.9999999720485462
0.5624998808753832,0.9999997197658353
1.0,1.0
0.9996303937601438,0.9999995649943452
0.24999999144286464,0.9999999657714586
0.9999998566799759,0.9999998566799759
0.9999998566799759,0.9999998566799759
0.999999816174352,0.999999816174352
0.9999999315429177,0.9999999315429177
0.9999999315429177,0.9999999315429177
0.9999998566799759,0.9999998566799759
0.99041548414782,0.99041548414782
0.9999999315429177,0.9999999315429177
0.9999999657714586,0.9999999657714586
1.0,1.0
0.9999997477172823,0.9999997477172823
0.39062492867413806,0.5624998972907588
0.9999999657714586,0.9999999657714586
0.9999998819171022,0.9999998819171022
0.9999999657714586,0.9999999657714586
0.23808568515728137,0.2381744545746574
0.9999999315429177,0.9999999315429177
0.9619396567723248,0.9999998858628679
1.0,1.0
0.562499922985785,0.562499922985785
0.9999999657714586,0.9999999657714586
0.9999999440970931,0.9999999440970931
0.7285533013023374,0.24999997146571698
0.9999999720485462,0.9999999720485462
0.9619395322749514,0.9619395322749514
1.0,1.0
0.9526978011315406,0.9526978011315406
0.9999998174057935,0.9999998174057935
0.9999995638916801,0.962301423266512
0.99999986308584,0.99999986308584
0.2499999416693298,0.2523787057991974
1.0,1.0
0.49999983963010863,0.9999997134887496
0.9999997704943077,0.9999997704943077
0.24999990870290484,0.4167045875506765
0.9999999657714586,0.9999999657714586
0.9999999657714586,0.9999999657714586
1.0,1.0
0.9999998174057935,0.9999998174057935
0.9999997882229029,0.9903924439911861
0.9999999035914658,0.9999999035914658
0.9999997489487236,0.9999997489487236
0.9999998174057935,0.9999998174057935
1.0,1.0
0.9999998846314264,0.9999998846314264
0.9999998630858402,0.9999998630858402
0.9999998846314264,0.9999998846314264
0.2499999010993234,0.24964815988491712
0.9999995992228734,0.9999995992228734
0.25,1.0
1.0,1.0
1.0,1.0
0.9999997489487236,0.9999997489487236
0.9999999315429177,0.9999999315429177
0.9999996284057572,0.9999996284057572
0.9999997704943074,0.9999997704943074
0.9999998858628679,0.9999998858628679
0.9999999035914658,0.9999999035914658
0.9999998858628679,0.9903925130101786
0.99999986308584,0.99999986308584
0.9999999720485462,0.9999999720485462
0.9999999720485462,0.9999999720485462
0.9808772953704095,0.9808772953704095
0.9999996728543544,0.9999996728543544
0.9999998756400149,0.9999998756400149
0.9999997792314925,0.9999997792314925
0.9999999378200056,0.9999999378200056
0.9999997692628662,0.9999997692628662
0.9999999720485462,0.9999999720485462
1.0,1.0
0.9999997831772582,0.9999997831772582
0.9999999315429177,0.9999999315429177
0.9904156875507107,0.9999999720485462
0.9999997692628662,0.9999997692628662
0.999999816174352,0.999999816174352
0.9999998858628679,0.9999998858628679
0.9999998351343898,0.9999998351343898
0.9999997882229034,0.9999997882229034
0.4917197555710351,0.5589028528596321
8.126897743844967e-34,0.9808772950447232
0.9999999315429177,0.9999999315429177
1.0,1.0
0.999999679260217,0.999999679260217
0.9999999440970931,0.9999999440970931
0.9903926260507525,0.9903926260507525
0.9999999098685532,0.980877492744745
0.9999998846314264,0.9999998846314264
0.9999999035914658,0.9999999035914658
0.9999994256201471,0.9999994256201471
0.9904154965816707,0.98092307242604
0.9999999657714586,0.9999999657714586
0.9999998161743524,0.9999998161743524
0.9999999720485462,0.9999999720485462
0.99999986308584,0.99999986308584
0.9917967029315957,0.9917967029315957
0.9999998007770771,0.9999998007770771
0.9999999098685532,0.9999999098685532
0.24999997939179783,0.2481985825291281
1.0,1.0
0.9999998846314264,0.9999998846314264
0.9999999440970934,0.9999999440970934
0.9999999035914658,0.9999999035914658
0.9999999378200056,0.9999999378200056
0.9999999315429177,0.9999999315429177
0.27451805028232723,0.990392225307453
0.9999998351343898,0.9999998351343898
0.999999816174352,0.999999816174352
0.25,1.0
1.0,1.0
1.0,1.0
0.999999816174352,0.999999816174352
0.9999998846314264,0.9999998846314264
1.9588391363031113e-35,0.8535531593556784
0.24759813956284074,0.24999997939179788
0.9999998973143789,0.9999998973143789
0.9999998846314264,0.9999998846314264
0.9999998846314264,0.9999998846314264
0.8562318213603477,0.8589147433961226
0.8518694007872057,0.8518694007872057
0.9999998858628679,0.9903925130101786
0.9999998351343901,0.9999998351343901
0.9999998858628679,0.9999998858628679
0.9999998846314264,0.9999998846314264
0.9999996056287352,0.8506627601526556
0.9999997717257488,0.9999997717257488
1.0,1.0
0.5624999072630943,0.5576962280011606
0.9999999315429177,0.9999999315429177
1.0,1.0
0.9999998351343898,0.9999998351343898
0.9999997374972153,0.9999997374972153
0.9623015550192212,0.9999995638916808
0.9999999720485462,0.9999999720485462
0.6243079667101467,0.6249998765518364
0.25,0.0
0.9999999720485462,0.9999999720485462
0.9904154504109756,0.9904154504109756
0.9999995651231217,0.9999995651231217
1.0,1.0
0.99999986308584,0.99999986308584
0.999999816174352,0.9903924439911861
0.9999999035914658,0.9808774865876904
0.9999997335514497,0.9999997335514497
0.9999998846314264,0.9999998846314264
0.9999999720485462,0.9999999720485462
1.0,1.0
0.9999998630858402,0.9999998630858402
0.9999998973143787,0.9999998973143787
0.9999998071829408,0.9999998071829408
0.9999999035914658,0.9999999035914658
0.9999998973143787,0.9999998973143787
0.9999998846314264,0.9999998846314264
0.990392558251363,0.990392558251363
0.9999999035914658,0.9999999035914658
0.9999996678087097,0.9999996678087097
0.9999998846314264,0.9999998846314264
0.9999998858628679,0.9903925130101786
0.9999998858628679,0.9999998858628679
0.24999997589786646,0.9903925582513627
0.9999999657714586,0.9999999657714586
0.9999999098685532,0.9999999098685532
0.9999998858628679,0.9903925130101786
0.062499985655894215,0.24999994262357692
0.9999998504028884,0.9999998504028884
0.9999998846314264,0.9999998846314264
1.0,1.0
0.9999999315429177,0.9999999315429177
0.9999999035914658,0.9904156197497425
1.0,1.0
0.9999997666773192,0.9903923646898045
0.9999998288573029,0.9999998288573029
0.9999998504028889,0.9999998504028889
1.0,1.0
0.9999998858628679,0.9999998858628679
0.9999998858628679,0.9999998858628679
0.999999816174352,0.999999816174352
0.48748066994508693,0.9808773410591449
0.9999998846314264,0.9999998846314264
1.0,1.0
0.9999997704943077,0.9999997704943077
0.9999998516343305,0.9999998516343305
0.25,0.25
0.9999998858628679,0.9999998858628679
0.8264298178455913,0.8535531898644457
0.999999807182941,0.999999807182941
0.9999996348116198,0.9999996348116198
0.9999998351343898,0.9999998351343898
0.9999999315429183,0.9999999315429183
0.9999999720485462,0.9999999720485462
1.0,1.0
0.9999998858628679,0.9999998858628679
1.0,1.0
0.9999998579114172,0.9999998579114172
0.9999999315429177,0.9999999315429177
1.0,1.0
0.9999998236828807,0.9999998236828807
0.9999998846314264,0.9999998846314264
0.9999995764458514,0.9999995764458514
0.7285532015530742,0.7285532015530742
0.9999998846314264,0.9999998846314264
0.9999999315429177,0.9999999315429177
0.9999997692628662,0.9999997692628662
0.99999986308584,0.99999986308584
0.999999816174352,0.999999816174352
0.9256761835596781,0.9253278749818803
1.0,1.0
0.9999999315429183,0.8589149864689432
0.9999997882229031,0.9999997882229031
0.9999997882229034,0.9999997882229034
0.24999999301213655,0.24999999301213655
0.9999999657714586,0.3906249839553712
0.9999999315429177,0.9999999315429177
